tripduration,starttime,stoptime,start station latitude,start station longitude,end station latitude,end station longitude,bikeid,usertype,birth year,gender
371,10:10.1,16:21.2,40.7112423,-74.0557013,40.71848892,-74.04772663,29680,Subscriber,1981,2
366,10:13.9,16:20.3,40.7112423,-74.0557013,40.71848892,-74.04772663,29677,Subscriber,1979,1
151,13:52.4,16:23.4,40.71942,-74.05099,40.71958612,-74.04311746,29549,Subscriber,1963,2
720,15:01.1,27:01.4,40.72755147,-74.07106072,40.7183552,-74.03891444,29290,Subscriber,1989,1
108,15:36.9,17:25.0,40.7287448,-74.0321082,40.7272235,-74.0337589,29665,Subscriber,1994,2
818,16:50.9,30:29.3,40.72533993,-74.06762213,40.7182113,-74.0836394,26227,Customer,1969,0
2544,17:10.1,59:34.9,40.7112423,-74.0557013,40.7112423,-74.0557013,26288,Subscriber,1977,1
257,17:12.1,21:30.0,40.7376037,-74.0524783,40.74267714,-74.05178863,29474,Subscriber,1989,1
579,17:15.7,26:55.6,40.71458404,-74.04281706,40.7272235,-74.0337589,29225,Subscriber,1985,1
3146,18:32.3,10:59.1,40.71848892,-74.04772663,40.71848892,-74.04772663,29680,Subscriber,1991,1
754,23:47.1,36:21.9,40.71958612,-74.04311746,40.7236589,-74.0641943,29276,Subscriber,1994,1
307,23:55.5,29:02.7,40.72568548,-74.04879034,40.71958612,-74.04311746,29207,Subscriber,1986,2
273,24:44.6,29:17.6,40.72755147,-74.07106072,40.7308971,-74.06391263,26317,Subscriber,1984,1
180,24:54.9,27:55.8,40.72533993,-74.06762213,40.7308971,-74.06391263,29490,Subscriber,2000,1
430,25:50.9,33:01.6,40.71653978,-74.04963791,40.7211236,-74.03805095,29286,Subscriber,1989,1
230,26:00.6,29:50.7,40.7192517,-74.034234,40.71958612,-74.04311746,29458,Subscriber,1970,1
496,27:23.3,35:39.5,40.7272235,-74.0337589,40.72333159,-74.04595256,26285,Subscriber,1979,2
361,28:56.9,34:58.4,40.71848892,-74.04772663,40.7112423,-74.0557013,29677,Subscriber,1979,1
375,28:58.5,35:14.3,40.71848892,-74.04772663,40.7112423,-74.0557013,29272,Subscriber,1981,2
296,31:37.2,36:33.6,40.7192517,-74.034234,40.71958612,-74.04311746,26284,Subscriber,1981,1
180,32:52.8,35:53.8,40.72568548,-74.04879034,40.72152515,-74.04630454,29492,Subscriber,1988,1
1477,34:19.0,58:56.6,40.7211236,-74.03805095,40.7311689,-74.0575736,29491,Subscriber,1988,2
432,34:40.3,41:52.7,40.72528911,-74.04557168,40.7192517,-74.034234,29454,Subscriber,1985,1
285,36:02.2,40:48.0,40.72601173,-74.05038893,40.71958612,-74.04311746,29254,Subscriber,1992,1
415,36:11.4,43:06.6,40.71458404,-74.04281706,40.72152515,-74.04630454,29460,Subscriber,1985,2
347,38:35.1,44:22.3,40.72572614,-74.07195926,40.7308971,-74.06391263,26237,Subscriber,1990,2
625,39:40.9,50:06.7,40.71241882,-74.03852552,40.7272235,-74.0337589,26224,Subscriber,1991,1
294,45:43.3,50:37.3,40.7141454,-74.0335519,40.71958612,-74.04311746,39363,Subscriber,1993,1
495,46:20.1,54:35.2,40.73478582,-74.05044364,40.72759597,-74.04424731,26300,Subscriber,1965,1
225,47:01.3,50:46.4,40.7211236,-74.03805095,40.7272235,-74.0337589,29539,Subscriber,1979,1
368,47:08.8,53:17.0,40.72568548,-74.04879034,40.71958612,-74.04311746,29125,Subscriber,1985,1
283,47:43.5,52:27.2,40.72572614,-74.07195926,40.7308971,-74.06391263,26156,Subscriber,1996,1
495,49:54.3,58:09.5,40.7241765,-74.0506564,40.7242941,-74.0354826,26206,Subscriber,1991,2
134,50:22.6,52:37.4,40.7242941,-74.0354826,40.7272235,-74.0337589,26219,Subscriber,1995,2
1109,53:48.8,12:18.4,40.7287448,-74.0321082,40.7236589,-74.0641943,29233,Subscriber,1994,1
420,56:41.6,03:41.8,40.72210379,-74.071455,40.7308971,-74.06391263,29473,Subscriber,1984,1
346,57:21.0,03:07.9,40.72601173,-74.05038893,40.71958612,-74.04311746,29514,Subscriber,1986,2
321,58:09.6,03:30.8,40.72152515,-74.04630454,40.71458404,-74.04281706,29460,Subscriber,1985,2
478,58:22.2,06:20.2,40.72759597,-74.04424731,40.71687,-74.03281,29532,Subscriber,1982,1
430,58:59.5,06:09.5,40.72163014,-74.04996783,40.71435837,-74.06661093,26167,Subscriber,1981,2
398,03:22.3,10:01.0,40.71458404,-74.04281706,40.7211236,-74.03805095,29547,Subscriber,1994,1
1324,03:28.7,25:33.4,40.7112423,-74.0557013,40.72333159,-74.04595256,29241,Subscriber,1977,1
190,04:01.0,07:11.7,40.72163014,-74.04996783,40.71958612,-74.04311746,29603,Subscriber,1981,1
273,06:07.0,10:40.1,40.72759597,-74.04424731,40.71958612,-74.04311746,29235,Subscriber,1986,1
1255,07:25.6,28:21.4,40.73520838,-74.04696375,40.71687,-74.03281,29613,Customer,1996,1
1289,07:36.6,29:05.8,40.73520838,-74.04696375,40.71687,-74.03281,29509,Customer,1996,2
632,11:40.4,22:13.0,40.7287448,-74.0321082,40.71653978,-74.04963791,29294,Subscriber,1989,1
383,13:10.0,19:33.1,40.71346383,-74.06285852,40.7177325,-74.043845,29260,Customer,1991,1
217,14:16.1,17:53.9,40.71958612,-74.04311746,40.72601173,-74.05038893,29668,Subscriber,1992,1
790,15:48.1,28:58.8,40.7308971,-74.06391263,40.7182113,-74.0836394,26156,Subscriber,1987,1
616,15:48.5,26:05.5,40.71241882,-74.03852552,40.71958612,-74.04311746,29447,Subscriber,1947,1
601,15:49.0,25:51.0,40.71241882,-74.03852552,40.71958612,-74.04311746,26186,Subscriber,1947,2
542,17:23.0,26:25.4,40.71458404,-74.04281706,40.7272235,-74.0337589,29214,Subscriber,1988,1
1240,18:28.3,39:08.8,40.71113,-74.0789,40.7242941,-74.0354826,29449,Customer,1969,0
240,18:59.7,23:00.1,40.7272235,-74.0337589,40.7211236,-74.03805095,26267,Subscriber,1979,1
222,22:01.3,25:43.7,40.72601173,-74.05038893,40.72152515,-74.04630454,29452,Subscriber,1981,2
995,22:12.2,38:47.4,40.72572614,-74.07195926,40.7141454,-74.0335519,26311,Subscriber,1974,1
246,22:39.0,26:45.1,40.71958612,-74.04311746,40.7192517,-74.034234,29235,Subscriber,1970,1
360,23:38.1,29:39.0,40.74267714,-74.05178863,40.73367,-74.0625,29500,Subscriber,1990,1
507,26:31.7,34:59.2,40.73478582,-74.05044364,40.7308971,-74.06391263,29263,Subscriber,1971,2
318,27:10.1,32:28.4,40.71958612,-74.04311746,40.7192517,-74.034234,29527,Subscriber,1985,2
502,28:01.2,36:23.8,40.72163014,-74.04996783,40.7211236,-74.03805095,29550,Subscriber,1985,1
209,30:24.0,33:53.8,40.7242941,-74.0354826,40.7192517,-74.034234,29281,Subscriber,1988,1
575,31:18.0,40:53.5,40.7287448,-74.0321082,40.7287448,-74.0321082,26248,Subscriber,1988,1
575,32:01.0,41:36.0,40.71687,-74.03281,40.72152515,-74.04630454,29532,Subscriber,1982,1
566,32:23.1,41:49.8,40.71687,-74.03281,40.72152515,-74.04630454,29513,Subscriber,1986,2
124,32:25.4,34:29.7,40.7241765,-74.0506564,40.72333159,-74.04595256,29616,Subscriber,1993,1
586,32:35.4,42:22.1,40.7211236,-74.03805095,40.7311689,-74.0575736,37987,Subscriber,1987,1
437,38:59.7,46:17.4,40.72572614,-74.07195926,40.7308971,-74.06391263,29227,Subscriber,1954,1
161,39:57.3,42:38.9,40.72333159,-74.04595256,40.7241765,-74.0506564,29616,Subscriber,1993,1
312,40:13.2,45:25.3,40.71649,-74.04105,40.71653978,-74.04963791,26314,Subscriber,1991,2
373,42:34.8,48:47.8,40.72568548,-74.04879034,40.71653978,-74.04963791,26184,Subscriber,1988,2
1240,44:22.5,05:02.8,40.7182113,-74.0836394,40.7308971,-74.06391263,29444,Customer,1995,1
232,44:56.1,48:49.0,40.71958612,-74.04311746,40.71848892,-74.04772663,29207,Subscriber,1967,2
227,45:10.6,48:58.2,40.71848892,-74.04772663,40.71958612,-74.04311746,29680,Subscriber,1990,1
1146,45:48.5,04:54.6,40.7182113,-74.0836394,40.7308971,-74.06391263,26156,Customer,1997,2
519,50:06.5,58:45.5,40.72528911,-74.04557168,40.7192517,-74.034234,26431,Subscriber,1987,2
199,52:38.8,55:58.6,40.72333159,-74.04595256,40.72568548,-74.04879034,26285,Subscriber,1981,2
136,54:13.3,56:29.3,40.7242941,-74.0354826,40.7192517,-74.034234,29463,Subscriber,1990,1
473,55:58.1,03:51.6,40.7241765,-74.0506564,40.7242941,-74.0354826,29616,Subscriber,1995,2
368,56:20.9,02:29.8,40.72568548,-74.04879034,40.71958612,-74.04311746,26285,Subscriber,1983,1
405,57:05.9,03:51.0,40.72333159,-74.04595256,40.7192517,-74.034234,29668,Customer,1987,2
348,59:03.8,04:52.2,40.72759597,-74.04424731,40.7272235,-74.0337589,26300,Subscriber,1988,2
518,59:11.0,07:49.6,40.72165072,-74.04288411,40.72165072,-74.04288411,29540,Customer,1991,1
279,02:26.1,07:05.9,40.71958612,-74.04311746,40.72568548,-74.04879034,29549,Subscriber,1974,1
256,02:53.6,07:09.8,40.71958612,-74.04311746,40.72568548,-74.04879034,29458,Subscriber,1971,1
203,03:40.5,07:03.6,40.72601173,-74.05038893,40.72759597,-74.04424731,26253,Subscriber,1970,1
378,04:41.2,10:59.4,40.7211236,-74.03805095,40.71458404,-74.04281706,29547,Subscriber,1994,1
1410,08:52.2,32:22.7,40.7311689,-74.0575736,40.7211236,-74.03805095,29491,Subscriber,1988,2
298,09:53.6,14:52.3,40.7308971,-74.06391263,40.7236589,-74.0641943,29444,Subscriber,1981,2
1604,11:21.4,38:05.5,40.71458404,-74.04281706,40.72572614,-74.07195926,26212,Customer,1969,0
565,13:57.1,23:22.1,40.71649,-74.04105,40.7236589,-74.0641943,26175,Subscriber,1991,1
527,14:20.6,23:08.4,40.71241882,-74.03852552,40.72152515,-74.04630454,29600,Subscriber,1969,2
164,14:28.5,17:13.1,40.7183552,-74.03891444,40.7177325,-74.043845,29301,Subscriber,1979,1
313,16:12.8,21:26.7,40.7192517,-74.034234,40.71848892,-74.04772663,29642,Subscriber,1988,1
142,16:33.2,18:55.8,40.72759597,-74.04424731,40.72333159,-74.04595256,29496,Subscriber,1969,1
526,17:29.4,26:16.1,40.72759597,-74.04424731,40.7192517,-74.034234,29476,Subscriber,1991,2
494,18:00.2,26:14.4,40.7241765,-74.0506564,40.7272235,-74.0337589,29451,Subscriber,1968,2
538,19:06.5,28:05.1,40.7192517,-74.034234,40.72152515,-74.04630454,29454,Subscriber,1985,1
516,19:34.1,28:11.1,40.7192517,-74.034234,40.72152515,-74.04630454,26431,Subscriber,1987,2
1654,21:34.9,49:09.3,40.7272235,-74.0337589,40.737711,-74.066921,26219,Subscriber,1992,1
373,22:47.2,29:00.9,40.7211236,-74.03805095,40.7141454,-74.0335519,26267,Subscriber,1983,1
168,23:20.7,26:08.9,40.7183552,-74.03891444,40.7177325,-74.043845,29290,Subscriber,1979,1
250,23:44.8,27:55.2,40.71241882,-74.03852552,40.7183552,-74.03891444,29278,Subscriber,1992,2
144,29:36.3,32:00.6,40.71649,-74.04105,40.71517768,-74.03768331,29519,Subscriber,1979,1
285,32:30.9,37:16.0,40.7272235,-74.0337589,40.7192517,-74.034234,29225,Subscriber,1983,1
2169,32:53.6,09:03.2,40.72165072,-74.04288411,40.72165072,-74.04288411,26280,Subscriber,1997,1
109,33:42.7,35:32.1,40.71517768,-74.03768331,40.7127742,-74.0364857,29268,Subscriber,1979,1
266,33:47.7,38:14.0,40.7192517,-74.034234,40.71958612,-74.04311746,29601,Subscriber,1989,2
256,33:47.8,38:04.3,40.7192517,-74.034234,40.71958612,-74.04311746,29618,Subscriber,1991,1
109,39:28.7,41:18.6,40.7141454,-74.0335519,40.7127742,-74.0364857,29446,Subscriber,1979,1
280,39:33.1,44:13.1,40.71241882,-74.03852552,40.7183552,-74.03891444,29525,Subscriber,1960,1
357,40:26.6,46:24.0,40.72568548,-74.04879034,40.71958612,-74.04311746,29549,Subscriber,1987,1
270,40:50.9,45:21.7,40.71958612,-74.04311746,40.71942,-74.05099,39363,Subscriber,1990,1
485,41:23.1,49:28.9,40.7308971,-74.06391263,40.7246051,-74.07840595,26272,Subscriber,1992,1
173,44:01.7,46:55.3,40.72333159,-74.04595256,40.71958612,-74.04311746,29655,Subscriber,1960,1
216,44:44.3,48:21.0,40.71958612,-74.04311746,40.7241765,-74.0506564,29284,Subscriber,1967,1
196,45:43.4,48:59.4,40.7141454,-74.0335519,40.71241882,-74.03852552,26311,Subscriber,1979,1
910,45:55.7,01:05.9,40.72333159,-74.04595256,40.72759597,-74.04424731,29496,Subscriber,1969,1
327,46:01.7,51:29.6,40.71942,-74.05099,40.72333159,-74.04595256,29545,Subscriber,1990,1
441,46:43.6,54:05.2,40.7183552,-74.03891444,40.7287448,-74.0321082,26294,Subscriber,1992,2
224,47:44.1,51:29.0,40.72759597,-74.04424731,40.72152515,-74.04630454,26253,Subscriber,1980,2
190,47:49.3,50:59.4,40.72759597,-74.04424731,40.72601173,-74.05038893,26153,Subscriber,1970,1
178,49:07.6,52:05.9,40.71958612,-74.04311746,40.72163014,-74.04996783,26221,Subscriber,1975,1
553,50:20.9,59:34.5,40.7272235,-74.0337589,40.7241765,-74.0506564,29451,Subscriber,1968,2
420,50:22.8,57:23.2,40.7242941,-74.0354826,40.7241765,-74.0506564,29462,Subscriber,1995,2
413,50:24.9,57:18.5,40.7141454,-74.0335519,40.71958612,-74.04311746,29586,Subscriber,1976,2
591,52:23.4,02:14.7,40.71458404,-74.04281706,40.7242941,-74.0354826,29646,Subscriber,1989,1
698,52:37.3,04:16.2,40.71848892,-74.04772663,40.7287448,-74.0321082,29207,Subscriber,1980,1
111,52:54.4,54:46.2,40.71517768,-74.03768331,40.71649,-74.04105,29519,Subscriber,1979,1
179,53:15.1,56:14.6,40.72759597,-74.04424731,40.72333159,-74.04595256,29308,Subscriber,1982,1
306,54:48.3,59:55.2,40.71942,-74.05099,40.72759597,-74.04424731,26152,Subscriber,1979,1
194,00:26.5,03:40.9,40.72568548,-74.04879034,40.72333159,-74.04595256,29458,Subscriber,1965,2
207,00:44.0,04:11.1,40.71958612,-74.04311746,40.7211236,-74.03805095,29655,Subscriber,1979,1
156,02:25.9,05:02.9,40.72333159,-74.04595256,40.72759597,-74.04424731,29470,Subscriber,1982,1
359,02:55.0,08:54.5,40.7192517,-74.034234,40.72333159,-74.04595256,29668,Customer,1987,2
195,05:37.7,08:53.4,40.7211236,-74.03805095,40.72165072,-74.04288411,29655,Subscriber,1975,1
381,11:38.4,18:00.2,40.7272235,-74.0337589,40.72568548,-74.04879034,29539,Subscriber,1976,2
434,11:40.9,18:55.6,40.7192517,-74.034234,40.72333159,-74.04595256,29476,Subscriber,1991,2
1596,12:13.9,38:50.2,40.72759597,-74.04424731,40.72528911,-74.04557168,29199,Subscriber,1976,2
454,12:28.3,20:02.5,40.72333159,-74.04595256,40.72759597,-74.04424731,29458,Subscriber,1965,2
354,14:10.8,20:05.5,40.72572614,-74.07195926,40.7308971,-74.06391263,29467,Customer,1969,0
305,15:10.1,20:16.1,40.7287448,-74.0321082,40.7242941,-74.0354826,26248,Subscriber,1984,1
168,15:18.2,18:06.9,40.72165072,-74.04288411,40.7211236,-74.03805095,29655,Subscriber,1975,1
230,16:19.6,20:09.8,40.72163014,-74.04996783,40.72333159,-74.04595256,26221,Subscriber,1986,1
469,22:11.7,30:01.3,40.71458404,-74.04281706,40.7272235,-74.0337589,29489,Subscriber,1969,1
226,24:35.3,28:22.2,40.71958612,-74.04311746,40.71942,-74.05099,26285,Subscriber,1987,1
992,25:21.0,41:53.7,40.7272235,-74.0337589,40.71458404,-74.04281706,29214,Subscriber,1988,1
222,26:46.0,30:28.9,40.72333159,-74.04595256,40.72163014,-74.04996783,29664,Subscriber,1986,1
265,29:11.8,33:37.6,40.71458404,-74.04281706,40.71687,-74.03281,26234,Subscriber,1982,1
263,29:13.6,33:36.9,40.71458404,-74.04281706,40.71687,-74.03281,29547,Subscriber,1979,1
118,29:22.2,31:20.9,40.7287448,-74.0321082,40.7272235,-74.0337589,29207,Subscriber,1978,2
130,30:19.0,32:29.5,40.72152515,-74.04630454,40.72528911,-74.04557168,29621,Subscriber,1959,1
354,32:10.5,38:04.9,40.72210379,-74.071455,40.7308971,-74.06391263,29503,Subscriber,1986,1
137,33:20.5,35:37.6,40.72333159,-74.04595256,40.72568548,-74.04879034,29476,Subscriber,1989,1
1180,37:53.4,57:33.7,40.7241765,-74.0506564,40.7241765,-74.0506564,29619,Customer,1999,2
325,39:59.3,45:25.0,40.7183552,-74.03891444,40.71241882,-74.03852552,29461,Subscriber,1992,2
434,40:34.4,47:48.7,40.71649,-74.04105,40.71687,-74.03281,29228,Subscriber,1968,1
429,42:37.8,49:47.5,40.7241765,-74.0506564,40.71687,-74.03281,29462,Subscriber,1990,1
229,43:20.7,47:09.8,40.72333159,-74.04595256,40.72568548,-74.04879034,29308,Subscriber,1986,2
330,43:45.4,49:16.4,40.7183552,-74.03891444,40.71241882,-74.03852552,29525,Subscriber,1960,1
775,44:16.8,57:12.2,40.7308971,-74.06391263,40.7287448,-74.0321082,29503,Subscriber,1978,1
271,44:18.3,48:49.5,40.72572614,-74.07195926,40.7308971,-74.06391263,26212,Subscriber,1995,1
102,47:37.6,49:19.6,40.7242941,-74.0354826,40.7272235,-74.0337589,26206,Subscriber,1988,1
247,52:32.1,56:40.0,40.7308971,-74.06391263,40.72755147,-74.07106072,26316,Subscriber,1984,1
230,53:17.8,57:08.8,40.71517768,-74.03768331,40.71958612,-74.04311746,29638,Subscriber,1979,1
1502,53:57.6,18:59.9,40.72755147,-74.07106072,40.7287448,-74.0321082,29523,Subscriber,1959,1
297,54:20.8,59:18.6,40.72759597,-74.04424731,40.72165072,-74.04288411,29593,Subscriber,1965,2
463,54:25.4,02:08.5,40.71435837,-74.06661093,40.72163014,-74.04996783,26167,Subscriber,1981,2
293,54:43.5,59:37.0,40.72568548,-74.04879034,40.71958612,-74.04311746,29476,Subscriber,1971,1
472,55:14.0,03:06.7,40.71942,-74.05099,40.7183552,-74.03891444,39363,Subscriber,1987,1
280,56:15.0,00:55.3,40.71241882,-74.03852552,40.71687,-74.03281,29461,Subscriber,1977,1
447,04:15.6,11:43.2,40.7211236,-74.03805095,40.72759597,-74.04424731,26170,Subscriber,1973,1
266,04:48.7,09:14.9,40.72152515,-74.04630454,40.72568548,-74.04879034,29492,Subscriber,1987,1
270,07:21.6,11:52.0,40.71958612,-74.04311746,40.72568548,-74.04879034,29447,Subscriber,1985,1
132,09:00.0,11:12.6,40.7272235,-74.0337589,40.7287448,-74.0321082,26224,Subscriber,1989,1
280,10:21.0,15:01.6,40.7308971,-74.06391263,40.72572614,-74.07195926,29473,Subscriber,1974,1
115,10:27.8,12:23.5,40.7192517,-74.034234,40.71687,-74.03281,29232,Subscriber,1991,1
591,11:05.2,20:57.0,40.72759597,-74.04424731,40.73520838,-74.04696375,29571,Customer,1996,2
561,11:16.8,20:38.6,40.72759597,-74.04424731,40.73520838,-74.04696375,26268,Customer,1996,1
142,13:40.4,16:02.7,40.72601173,-74.05038893,40.72528911,-74.04557168,26266,Subscriber,1982,2
416,14:08.7,21:05.1,40.7192517,-74.034234,40.72759597,-74.04424731,29235,Customer,1990,1
1399,14:23.5,37:42.8,40.72755147,-74.07106072,40.72533993,-74.06762213,26316,Subscriber,1995,2
646,15:53.4,26:40.3,40.7192822,-74.07126188,40.7308971,-74.06391263,29526,Subscriber,1953,2
492,16:16.7,24:29.5,40.7287448,-74.0321082,40.71958612,-74.04311746,29503,Subscriber,1980,1
230,16:24.0,20:14.9,40.7308971,-74.06391263,40.72533993,-74.06762213,29490,Subscriber,2000,1
516,19:43.5,28:20.1,40.71958612,-74.04311746,40.7242941,-74.0354826,29209,Subscriber,1974,1
199,20:41.3,24:01.0,40.71517768,-74.03768331,40.7177325,-74.043845,29606,Subscriber,1982,1
99,22:50.3,24:29.4,40.71687,-74.03281,40.7192517,-74.034234,26164,Subscriber,1983,1
458,27:46.4,35:24.5,40.7236589,-74.0641943,40.71346383,-74.06285852,26175,Customer,1985,1
277,28:25.2,33:02.6,40.71458404,-74.04281706,40.71958612,-74.04311746,29460,Subscriber,1994,1
837,29:52.3,43:49.4,40.7272235,-74.0337589,40.74267714,-74.05178863,29207,Subscriber,1990,1
219,29:56.0,33:35.9,40.72165072,-74.04288411,40.72759597,-74.04424731,29593,Subscriber,1965,2
380,34:37.9,40:58.2,40.7308971,-74.06391263,40.7192822,-74.07126188,26156,Subscriber,1988,1
629,34:56.0,45:25.5,40.7287448,-74.0321082,40.72165072,-74.04288411,26294,Subscriber,1968,1
939,35:20.9,51:00.5,40.7287448,-74.0321082,40.72533993,-74.06762213,29582,Subscriber,1978,1
163,41:04.2,43:47.2,40.72759597,-74.04424731,40.72601173,-74.05038893,29496,Subscriber,1982,2
424,41:30.1,48:34.3,40.71687,-74.03281,40.72759597,-74.04424731,29232,Subscriber,1982,1
386,42:02.4,48:28.7,40.72568548,-74.04879034,40.71958612,-74.04311746,29308,Subscriber,1994,2
576,43:04.2,52:40.8,40.7112423,-74.0557013,40.71687,-74.03281,26274,Subscriber,1975,1
282,43:50.0,48:32.6,40.72568548,-74.04879034,40.71958612,-74.04311746,29539,Subscriber,1988,1
248,43:53.3,48:01.5,40.72759597,-74.04424731,40.73520838,-74.04696375,26152,Subscriber,1979,1
230,43:53.7,47:43.7,40.72152515,-74.04630454,40.72759597,-74.04424731,26253,Subscriber,1980,2
274,45:09.7,49:43.9,40.71241882,-74.03852552,40.71958612,-74.04311746,29525,Subscriber,1960,1
340,46:00.6,51:40.9,40.7183552,-74.03891444,40.7272235,-74.0337589,29278,Subscriber,1992,2
493,47:13.9,55:27.0,40.72759597,-74.04424731,40.7211236,-74.03805095,29593,Subscriber,1973,1
197,49:05.8,52:23.5,40.71653978,-74.04963791,40.72152515,-74.04630454,29294,Subscriber,1990,1
307,49:33.4,54:40.6,40.71241882,-74.03852552,40.71958612,-74.04311746,26311,Subscriber,1990,2
767,50:16.1,03:03.9,40.7141454,-74.0335519,40.7287448,-74.0321082,29246,Subscriber,1994,1
773,50:19.2,03:12.5,40.7141454,-74.0335519,40.7287448,-74.0321082,26157,Subscriber,1993,2
441,50:27.8,57:49.4,40.72152515,-74.04630454,40.7272235,-74.0337589,29240,Subscriber,1988,1
225,54:03.4,57:49.0,40.7141454,-74.0335519,40.71458404,-74.04281706,29206,Subscriber,1967,1
484,54:31.9,02:36.7,40.72601173,-74.05038893,40.71848892,-74.04772663,26308,Subscriber,1980,1
243,55:51.2,59:54.3,40.72601173,-74.05038893,40.71958612,-74.04311746,29496,Subscriber,1981,1
579,56:35.9,06:15.5,40.72528911,-74.04557168,40.71458404,-74.04281706,29199,Subscriber,1977,2
437,59:01.7,06:19.3,40.71687,-74.03281,40.7241765,-74.0506564,29462,Subscriber,1990,1
232,59:59.3,03:52.3,40.7241765,-74.0506564,40.72165072,-74.04288411,29619,Subscriber,1995,2
1040,02:37.2,19:57.5,40.71942,-74.05099,40.74267714,-74.05178863,29524,Subscriber,1995,1
562,03:12.3,12:35.1,40.7211236,-74.03805095,40.71942,-74.05099,29520,Subscriber,1990,2
123,03:19.7,05:23.0,40.7211236,-74.03805095,40.72165072,-74.04288411,29655,Subscriber,1989,1
230,03:41.4,07:32.0,40.7308971,-74.06391263,40.72533993,-74.06762213,29263,Subscriber,1991,1
81,04:51.4,06:12.9,40.72528911,-74.04557168,40.72333159,-74.04595256,29621,Subscriber,1959,1
601,08:44.1,18:45.1,40.7192517,-74.034234,40.7177325,-74.043845,29225,Subscriber,1964,1
951,10:19.2,26:10.9,40.71517768,-74.03768331,40.71346383,-74.06285852,29662,Subscriber,1991,1
1068,10:37.4,28:25.4,40.74871595,-74.0404433,40.7443187,-74.0439909,26304,Subscriber,1989,1
404,10:40.0,17:24.5,40.71517768,-74.03768331,40.71848892,-74.04772663,29479,Subscriber,1987,2
331,11:17.4,16:49.3,40.72568548,-74.04879034,40.7177325,-74.043845,29447,Subscriber,1977,1
467,12:53.2,20:41.1,40.7272235,-74.0337589,40.72759597,-74.04424731,29489,Customer,1980,1
269,12:55.3,17:25.0,40.72152515,-74.04630454,40.71653978,-74.04963791,29513,Subscriber,1975,1
458,13:06.7,20:45.3,40.7183552,-74.03891444,40.7183552,-74.03891444,26163,Subscriber,1986,1
578,14:43.2,24:21.3,40.7177325,-74.043845,40.7272235,-74.0337589,29606,Subscriber,1992,2
707,17:23.8,29:11.2,40.7272235,-74.0337589,40.74871595,-74.0404433,26300,Subscriber,1985,1
87,18:13.1,19:41.0,40.72333159,-74.04595256,40.72528911,-74.04557168,29621,Subscriber,1959,1
116,19:04.2,21:00.3,40.72759597,-74.04424731,40.72333159,-74.04595256,29235,Subscriber,1985,1
617,20:18.7,30:36.6,40.7287448,-74.0321082,40.7287448,-74.0321082,29523,Subscriber,1959,1
214,20:55.7,24:30.4,40.71458404,-74.04281706,40.71958612,-74.04311746,29199,Subscriber,1989,2
421,23:39.4,30:41.0,40.7272235,-74.0337589,40.72601173,-74.05038893,29240,Subscriber,1990,1
821,26:47.0,40:28.4,40.72163014,-74.04996783,40.7287448,-74.0321082,29664,Subscriber,1984,1
311,27:07.0,32:18.4,40.71958612,-74.04311746,40.7141454,-74.0335519,29503,Subscriber,1979,1
579,28:12.5,37:52.4,40.7287448,-74.0321082,40.72759597,-74.04424731,26157,Subscriber,1985,1
511,29:03.1,37:34.2,40.71653978,-74.04963791,40.7242941,-74.0354826,26184,Subscriber,1991,1
599,29:41.8,39:41.1,40.7287448,-74.0321082,40.7177325,-74.043845,29246,Subscriber,1991,1
88,29:53.7,31:21.7,40.7192517,-74.034234,40.71687,-74.03281,29587,Subscriber,1990,1
720,32:35.6,44:35.9,40.7287448,-74.0321082,40.7177325,-74.043845,29523,Subscriber,1959,1
477,36:13.3,44:10.4,40.7177325,-74.043845,40.72568548,-74.04879034,29447,Subscriber,1977,1
127,36:27.8,38:35.7,40.72333159,-74.04595256,40.72759597,-74.04424731,29235,Subscriber,1985,1
519,39:58.7,48:38.3,40.71458404,-74.04281706,40.72528911,-74.04557168,29206,Subscriber,1977,2
309,40:51.2,46:00.7,40.7183552,-74.03891444,40.71653978,-74.04963791,29212,Subscriber,1989,2
389,43:33.5,50:02.6,40.73367,-74.0625,40.73478582,-74.05044364,26235,Subscriber,1991,2
735,51:30.2,03:46.1,40.71653978,-74.04963791,40.7242941,-74.0354826,29212,Subscriber,1993,2
974,52:37.6,08:52.4,40.7308971,-74.06391263,40.7192822,-74.07126188,29526,Subscriber,1953,2
911,53:32.0,08:43.4,40.7177325,-74.043845,40.72755147,-74.07106072,29523,Subscriber,1959,1
417,53:35.1,00:33.1,40.7308971,-74.06391263,40.72755147,-74.07106072,26212,Subscriber,1966,1
1052,56:10.4,13:43.2,40.72533993,-74.06762213,40.7242941,-74.0354826,26316,Customer,1969,0
1054,56:11.5,13:46.5,40.72533993,-74.06762213,40.7242941,-74.0354826,29263,Subscriber,1994,2
89,58:47.1,00:16.9,40.72333159,-74.04595256,40.72152515,-74.04630454,29221,Subscriber,1995,1
194,58:57.5,02:12.0,40.71942,-74.05099,40.71958612,-74.04311746,26285,Subscriber,1958,1
678,59:55.5,11:14.4,40.71958612,-74.04311746,40.71346383,-74.06285852,29680,Subscriber,1982,1
261,01:22.7,05:44.5,40.7177325,-74.043845,40.71517768,-74.03768331,29260,Subscriber,1982,1
217,02:27.5,06:05.1,40.71687,-74.03281,40.7211236,-74.03805095,29461,Subscriber,1990,1
