tripduration,starttime,stoptime,start station latitude,start station longitude,end station latitude,end station longitude,bikeid,usertype,birth year,gender
270,15:11.4,19:41.9,40.71958612,-74.04311746,40.72759597,-74.04424731,29606,Subscriber,1992,1
262,15:28.6,19:50.8,40.7183552,-74.03891444,40.71241882,-74.03852552,29449,Subscriber,1992,2
615,15:40.4,25:55.4,40.7443187,-74.0439909,40.72152515,-74.04630454,26163,Customer,1985,1
313,15:50.6,21:04.1,40.72601173,-74.05038893,40.71958612,-74.04311746,29211,Subscriber,1987,2
204,17:42.6,21:07.4,40.72601173,-74.05038893,40.71958612,-74.04311746,29306,Subscriber,1993,1
213,19:03.0,22:36.4,40.7241765,-74.0506564,40.72165072,-74.04288411,29260,Subscriber,1990,1
317,20:22.8,25:40.4,40.71687,-74.03281,40.71649,-74.04105,26295,Subscriber,1985,1
297,20:24.5,25:21.7,40.72601173,-74.05038893,40.71958612,-74.04311746,29489,Subscriber,1989,1
421,20:40.2,27:41.2,40.72333159,-74.04595256,40.7272235,-74.0337589,29580,Subscriber,1993,2
252,21:59.7,26:12.5,40.7192517,-74.034234,40.7272235,-74.0337589,29279,Subscriber,1991,2
313,22:05.7,27:19.3,40.72759597,-74.04424731,40.7272235,-74.0337589,29505,Subscriber,1993,1
164,22:33.9,25:18.8,40.71942,-74.05099,40.71958612,-74.04311746,29609,Subscriber,1963,2
318,23:49.0,29:07.1,40.72759597,-74.04424731,40.7272235,-74.0337589,26258,Subscriber,1973,1
527,24:39.3,33:26.6,40.73478582,-74.05044364,40.7272235,-74.0337589,29636,Subscriber,1988,1
660,24:40.6,35:41.0,40.71346383,-74.06285852,40.71958612,-74.04311746,29300,Subscriber,1999,1
220,26:54.3,30:35.2,40.72759597,-74.04424731,40.71958612,-74.04311746,29445,Subscriber,1985,1
614,27:57.0,38:11.8,40.7112423,-74.0557013,40.7242941,-74.0354826,29519,Subscriber,1972,1
162,28:03.9,30:46.6,40.71848892,-74.04772663,40.71958612,-74.04311746,29498,Subscriber,1987,1
153,28:34.9,31:08.1,40.72163014,-74.04996783,40.71958612,-74.04311746,26153,Subscriber,1987,1
408,28:41.6,35:30.2,40.7141454,-74.0335519,40.7242941,-74.0354826,29236,Subscriber,1969,1
446,29:27.2,36:54.2,40.7112423,-74.0557013,40.71958612,-74.04311746,29532,Subscriber,1985,1
214,29:33.8,33:08.1,40.7241765,-74.0506564,40.71958612,-74.04311746,29253,Subscriber,1989,1
363,29:33.8,35:37.4,40.72568548,-74.04879034,40.71958612,-74.04311746,29456,Subscriber,1983,2
327,30:14.0,35:41.1,40.71942,-74.05099,40.71958612,-74.04311746,26253,Subscriber,1972,2
307,35:01.6,40:09.6,40.71653978,-74.04963791,40.7211236,-74.03805095,29297,Subscriber,1990,1
255,35:09.1,39:24.5,40.72568548,-74.04879034,40.71958612,-74.04311746,29509,Subscriber,1987,1
330,35:33.4,41:03.8,40.72601173,-74.05038893,40.71958612,-74.04311746,26288,Subscriber,1982,2
321,35:52.3,41:13.9,40.72601173,-74.05038893,40.71958612,-74.04311746,29466,Subscriber,1980,1
153,36:22.7,38:56.5,40.7127742,-74.0364857,40.71687,-74.03281,29200,Subscriber,1984,1
222,36:42.3,40:24.4,40.71458404,-74.04281706,40.71958612,-74.04311746,29280,Subscriber,1980,1
241,36:46.1,40:48.1,40.7242941,-74.0354826,40.7287448,-74.0321082,26234,Subscriber,1983,2
214,36:59.9,40:34.3,40.72528911,-74.04557168,40.71958612,-74.04311746,29266,Subscriber,1989,2
179,37:19.0,40:19.0,40.72333159,-74.04595256,40.71958612,-74.04311746,29287,Subscriber,1985,1
168,37:42.4,40:30.6,40.71458404,-74.04281706,40.71958612,-74.04311746,29205,Subscriber,1990,1
85,37:43.8,39:08.9,40.7242941,-74.0354826,40.7272235,-74.0337589,29236,Subscriber,1987,1
101,37:53.8,39:34.9,40.7192517,-74.034234,40.71687,-74.03281,29446,Subscriber,1980,1
462,38:57.8,46:40.2,40.7192822,-74.07126188,40.7308971,-74.06391263,29455,Subscriber,1986,2
232,39:14.2,43:06.4,40.72759597,-74.04424731,40.71958612,-74.04311746,26431,Subscriber,1977,1
434,39:30.7,46:45.1,40.7192822,-74.07126188,40.7308971,-74.06391263,26271,Subscriber,1986,1
408,39:34.6,46:23.4,40.72210379,-74.071455,40.7308971,-74.06391263,26236,Subscriber,1986,2
123,39:51.6,41:54.8,40.71517768,-74.03768331,40.7183552,-74.03891444,29608,Subscriber,1985,1
456,41:31.8,49:08.3,40.7192822,-74.07126188,40.7308971,-74.06391263,26156,Subscriber,1986,2
241,42:25.0,46:26.6,40.71241882,-74.03852552,40.71687,-74.03281,26317,Subscriber,1986,2
174,44:18.4,47:12.5,40.71517768,-74.03768331,40.7192517,-74.034234,26188,Subscriber,1977,1
1193,44:34.4,04:28.3,40.74590997,-74.05727148,40.7287448,-74.0321082,29294,Subscriber,1981,2
89,44:36.9,46:06.8,40.71687,-74.03281,40.7141454,-74.0335519,29446,Subscriber,1975,1
302,45:21.2,50:24.2,40.72568548,-74.04879034,40.71958612,-74.04311746,29286,Subscriber,1989,1
259,45:26.5,49:46.4,40.7211236,-74.03805095,40.71687,-74.03281,26152,Subscriber,1971,1
1546,46:00.9,11:47.2,40.7308971,-74.06391263,40.7443187,-74.0439909,26171,Subscriber,1985,1
366,47:00.3,53:07.1,40.72601173,-74.05038893,40.7272235,-74.0337589,29228,Subscriber,1982,2
421,47:05.9,54:07.1,40.7241765,-74.0506564,40.7177325,-74.043845,29634,Subscriber,1985,2
246,47:15.7,51:22.3,40.72759597,-74.04424731,40.71958612,-74.04311746,29249,Subscriber,1979,1
277,49:18.1,53:55.4,40.7308971,-74.06391263,40.72533993,-74.06762213,29455,Subscriber,1955,1
283,49:18.7,54:02.4,40.72528911,-74.04557168,40.71958612,-74.04311746,26248,Subscriber,1961,2
328,52:32.7,58:01.7,40.71958612,-74.04311746,40.7192517,-74.034234,29219,Subscriber,1987,1
140,52:32.8,54:52.9,40.72163014,-74.04996783,40.71958612,-74.04311746,26178,Subscriber,1989,1
192,52:50.2,56:02.5,40.72163014,-74.04996783,40.71958612,-74.04311746,26301,Subscriber,1986,1
485,52:51.7,00:56.8,40.71517768,-74.03768331,40.7272235,-74.0337589,29298,Subscriber,1959,2
213,53:03.9,56:37.1,40.7287448,-74.0321082,40.7272235,-74.0337589,29662,Subscriber,1988,1
140,53:08.1,55:29.0,40.72528911,-74.04557168,40.72152515,-74.04630454,29210,Subscriber,1996,2
295,53:12.1,58:07.9,40.74267714,-74.05178863,40.73496102,-74.05950308,29207,Subscriber,1977,1
516,53:48.2,02:24.7,40.72759597,-74.04424731,40.71687,-74.03281,26193,Subscriber,1953,2
122,53:49.0,55:51.6,40.71848892,-74.04772663,40.71958612,-74.04311746,29615,Subscriber,1970,1
612,53:49.0,04:01.5,40.71346383,-74.06285852,40.71958612,-74.04311746,29586,Subscriber,1979,1
254,53:55.6,58:10.1,40.71458404,-74.04281706,40.7141454,-74.0335519,29223,Subscriber,1988,1
237,54:27.5,58:24.6,40.72759597,-74.04424731,40.71958612,-74.04311746,29534,Subscriber,1979,1
272,54:31.7,59:03.9,40.71517768,-74.03768331,40.71958612,-74.04311746,26318,Subscriber,1990,1
281,54:37.8,59:19.4,40.71653978,-74.04963791,40.72528911,-74.04557168,26181,Subscriber,1964,2
500,55:26.4,03:47.4,40.7308971,-74.06391263,40.7246051,-74.07840595,29123,Subscriber,1983,1
228,55:31.7,59:20.1,40.72163014,-74.04996783,40.71958612,-74.04311746,26198,Subscriber,1986,1
215,55:53.2,59:28.5,40.71653978,-74.04963791,40.71958612,-74.04311746,29613,Subscriber,1993,1
533,56:04.2,04:57.7,40.7287448,-74.0321082,40.71958612,-74.04311746,29303,Subscriber,1980,1
470,56:12.5,04:03.3,40.7112423,-74.0557013,40.71958612,-74.04311746,29605,Subscriber,1954,1
1063,57:05.3,14:48.4,40.74590997,-74.05727148,40.7242941,-74.0354826,29515,Subscriber,1981,1
321,57:05.6,02:27.4,40.71458404,-74.04281706,40.71687,-74.03281,29550,Subscriber,1983,2
133,57:31.3,59:45.1,40.72333159,-74.04595256,40.72568548,-74.04879034,29308,Subscriber,1988,1
391,57:50.1,04:21.5,40.72528911,-74.04557168,40.7272235,-74.0337589,29587,Subscriber,1993,1
86,58:21.3,59:47.8,40.72152515,-74.04630454,40.71958612,-74.04311746,26163,Subscriber,1993,1
538,58:22.3,07:20.5,40.7272235,-74.0337589,40.7272235,-74.0337589,29662,Subscriber,1988,1
248,58:46.4,02:54.4,40.72759597,-74.04424731,40.71958612,-74.04311746,26190,Subscriber,1978,1
241,58:55.0,02:56.1,40.71649,-74.04105,40.71687,-74.03281,29477,Subscriber,1986,1
232,58:55.7,02:47.7,40.72533993,-74.06762213,40.7308971,-74.06391263,29455,Subscriber,1989,1
1027,01:06.5,18:14.3,40.73478582,-74.05044364,40.71687,-74.03281,29264,Subscriber,1989,1
183,01:42.1,04:46.0,40.7211236,-74.03805095,40.71958612,-74.04311746,29289,Subscriber,1979,1
169,01:48.4,04:38.4,40.72528911,-74.04557168,40.72165072,-74.04288411,29497,Subscriber,1982,1
321,01:56.4,07:18.1,40.72601173,-74.05038893,40.71958612,-74.04311746,29552,Subscriber,1988,2
176,02:12.4,05:09.0,40.72163014,-74.04996783,40.71958612,-74.04311746,26184,Subscriber,1976,1
333,02:26.1,07:59.8,40.7272235,-74.0337589,40.7192517,-74.034234,29505,Subscriber,1989,1
541,03:05.4,12:06.4,40.74267714,-74.05178863,40.72568548,-74.04879034,29256,Subscriber,1997,0
269,03:16.9,07:46.7,40.7241765,-74.0506564,40.71958612,-74.04311746,29301,Subscriber,1979,1
287,03:28.8,08:16.5,40.7242941,-74.0354826,40.7192517,-74.034234,29519,Subscriber,1971,1
1230,03:37.9,24:08.4,40.73367,-74.0625,40.71687,-74.03281,26305,Subscriber,1983,1
938,04:02.5,19:40.6,40.72759597,-74.04424731,40.74871595,-74.0404433,26167,Subscriber,1964,2
114,04:13.9,06:08.8,40.7192517,-74.034234,40.71687,-74.03281,26188,Subscriber,1988,1
437,04:41.6,11:59.1,40.7236589,-74.0641943,40.7177325,-74.043845,29675,Subscriber,1977,1
209,05:09.7,08:39.1,40.7211236,-74.03805095,40.71687,-74.03281,29646,Subscriber,1990,1
187,05:26.1,08:33.6,40.72528911,-74.04557168,40.71958612,-74.04311746,29526,Subscriber,1988,1
556,05:31.7,14:48.3,40.7112423,-74.0557013,40.71687,-74.03281,29527,Subscriber,1980,1
304,06:29.0,11:33.3,40.72568548,-74.04879034,40.71958612,-74.04311746,29572,Subscriber,1990,2
224,06:36.7,10:21.2,40.72568548,-74.04879034,40.71958612,-74.04311746,29308,Subscriber,1972,1
252,07:34.2,11:46.8,40.71958612,-74.04311746,40.71458404,-74.04281706,26248,Subscriber,1979,1
311,08:55.4,14:07.2,40.71653978,-74.04963791,40.71958612,-74.04311746,29486,Subscriber,1975,1
458,09:06.9,16:45.8,40.72210379,-74.071455,40.7308971,-74.06391263,29638,Subscriber,1974,1
452,09:07.6,16:40.5,40.72210379,-74.071455,40.7308971,-74.06391263,26270,Subscriber,1970,1
161,10:00.1,12:41.5,40.72152515,-74.04630454,40.71958612,-74.04311746,29210,Subscriber,1983,2
360,11:00.3,17:00.7,40.71241882,-74.03852552,40.71958612,-74.04311746,26160,Subscriber,1983,1
956,12:11.8,28:08.4,40.7236589,-74.0641943,40.7272235,-74.0337589,29469,Subscriber,1977,1
335,12:18.0,17:53.2,40.71241882,-74.03852552,40.71687,-74.03281,29660,Subscriber,1989,2
434,12:29.2,19:44.0,40.7112423,-74.0557013,40.71958612,-74.04311746,29299,Subscriber,1975,1
429,12:54.2,20:03.3,40.71649,-74.04105,40.7141454,-74.0335519,29680,Subscriber,1977,1
136,13:26.9,15:43.4,40.7211236,-74.03805095,40.7192517,-74.034234,26224,Subscriber,1987,1
265,13:36.3,18:01.4,40.71241882,-74.03852552,40.71687,-74.03281,29603,Subscriber,1986,1
441,14:23.3,21:44.4,40.72759597,-74.04424731,40.7272235,-74.0337589,29659,Subscriber,1992,1
419,14:29.7,21:28.7,40.72759597,-74.04424731,40.7192517,-74.034234,29606,Subscriber,1960,1
163,14:43.0,17:26.7,40.72528911,-74.04557168,40.71958612,-74.04311746,29222,Subscriber,1987,2
559,15:07.2,24:26.5,40.71346383,-74.06285852,40.71958612,-74.04311746,29616,Subscriber,1977,1
236,15:20.4,19:17.2,40.72528911,-74.04557168,40.71958612,-74.04311746,29529,Subscriber,1964,1
297,16:14.8,21:12.5,40.72759597,-74.04424731,40.71958612,-74.04311746,29512,Subscriber,1981,1
331,16:26.3,21:57.7,40.72601173,-74.05038893,40.71958612,-74.04311746,29462,Subscriber,1994,2
325,16:31.7,21:57.2,40.72568548,-74.04879034,40.71958612,-74.04311746,29475,Subscriber,1983,1
490,16:41.7,24:52.4,40.7192822,-74.07126188,40.7308971,-74.06391263,26213,Customer,1969,0
424,16:51.2,23:55.7,40.7241765,-74.0506564,40.7192517,-74.034234,26177,Customer,1977,2
531,16:56.6,25:48.5,40.7192822,-74.07126188,40.7308971,-74.06391263,29208,Subscriber,1982,2
215,17:32.1,21:07.3,40.71517768,-74.03768331,40.71958612,-74.04311746,29576,Subscriber,1982,1
215,17:48.6,21:24.4,40.7241765,-74.0506564,40.71958612,-74.04311746,29551,Subscriber,1983,2
466,17:52.0,25:38.9,40.7192517,-74.034234,40.7272235,-74.0337589,29681,Subscriber,1992,1
336,17:53.3,23:29.6,40.72601173,-74.05038893,40.71958612,-74.04311746,29465,Subscriber,1981,2
329,18:28.1,23:57.2,40.71241882,-74.03852552,40.71687,-74.03281,29248,Subscriber,1994,1
634,19:01.8,29:36.1,40.72568548,-74.04879034,40.71687,-74.03281,29256,Subscriber,1969,0
190,20:44.7,23:55.6,40.71458404,-74.04281706,40.71958612,-74.04311746,29678,Subscriber,1982,1
213,20:45.5,24:19.3,40.72528911,-74.04557168,40.71958612,-74.04311746,29199,Subscriber,1959,1
325,20:50.1,26:15.4,40.7241765,-74.0506564,40.71958612,-74.04311746,29463,Subscriber,1990,1
222,20:57.8,24:40.6,40.7183552,-74.03891444,40.71687,-74.03281,29238,Subscriber,1982,1
510,21:09.9,29:40.0,40.71458404,-74.04281706,40.7211236,-74.03805095,26248,Subscriber,1979,1
196,21:13.6,24:29.6,40.71653978,-74.04963791,40.71958612,-74.04311746,29541,Subscriber,1989,1
399,21:34.9,28:14.2,40.72601173,-74.05038893,40.71958612,-74.04311746,29513,Subscriber,1981,2
250,21:48.5,25:58.9,40.72759597,-74.04424731,40.72165072,-74.04288411,26303,Subscriber,1970,1
547,22:15.6,31:22.6,40.72568548,-74.04879034,40.7192517,-74.034234,26299,Subscriber,1987,1
278,22:20.8,26:59.4,40.72601173,-74.05038893,40.71958612,-74.04311746,29499,Subscriber,1975,1
760,22:37.4,35:17.9,40.74871595,-74.0404433,40.7272235,-74.0337589,29120,Subscriber,1987,1
290,22:39.6,27:30.3,40.72601173,-74.05038893,40.71958612,-74.04311746,26284,Customer,1969,0
92,23:32.5,25:04.9,40.7272235,-74.0337589,40.7287448,-74.0321082,29636,Subscriber,1977,1
257,23:37.7,27:54.8,40.7211236,-74.03805095,40.71687,-74.03281,26314,Subscriber,1978,1
261,23:44.4,28:06.1,40.7183552,-74.03891444,40.7242941,-74.0354826,29278,Subscriber,1974,1
237,24:54.6,28:51.7,40.71241882,-74.03852552,40.71687,-74.03281,29600,Subscriber,1983,2
489,25:48.6,33:58.2,40.7236589,-74.0641943,40.7112423,-74.0557013,26247,Customer,1968,1
259,26:37.8,30:57.0,40.72568548,-74.04879034,40.71958612,-74.04311746,29517,Subscriber,1992,1
214,26:38.8,30:13.8,40.71458404,-74.04281706,40.7141454,-74.0335519,29275,Subscriber,1965,1
380,26:58.5,33:18.9,40.72165072,-74.04288411,40.71687,-74.03281,29497,Subscriber,1981,1
301,26:59.4,32:00.8,40.72601173,-74.05038893,40.71958612,-74.04311746,29572,Subscriber,1969,0
1326,27:15.1,49:21.6,40.7246051,-74.07840595,40.71958612,-74.04311746,29582,Subscriber,1981,1
188,27:36.1,30:44.8,40.72163014,-74.04996783,40.71958612,-74.04311746,26194,Subscriber,1984,2
408,27:40.2,34:29.2,40.7236589,-74.0641943,40.7177325,-74.043845,26180,Subscriber,1986,1
170,27:47.2,30:37.2,40.7211236,-74.03805095,40.7192517,-74.034234,29663,Subscriber,1969,0
296,28:20.9,33:17.4,40.7241765,-74.0506564,40.7242941,-74.0354826,29232,Subscriber,1985,1
366,29:11.4,35:17.8,40.71458404,-74.04281706,40.71687,-74.03281,26260,Subscriber,1968,2
904,29:13.5,44:18.1,40.73478582,-74.05044364,40.7242941,-74.0354826,29290,Subscriber,1984,1
1671,29:21.0,57:12.6,40.71653978,-74.04963791,40.71958612,-74.04311746,29677,Subscriber,1990,1
110,29:38.0,31:28.0,40.71958612,-74.04311746,40.7177325,-74.043845,29211,Subscriber,1970,1
591,30:13.5,40:05.0,40.72601173,-74.05038893,40.71458404,-74.04281706,29466,Subscriber,1989,1
243,31:11.2,35:15.0,40.72759597,-74.04424731,40.71958612,-74.04311746,26220,Subscriber,1979,1
243,32:13.1,36:16.1,40.71517768,-74.03768331,40.71687,-74.03281,26237,Subscriber,1980,1
251,33:27.3,37:39.3,40.72759597,-74.04424731,40.72165072,-74.04288411,29470,Subscriber,1969,1
144,33:28.4,35:52.7,40.71848892,-74.04772663,40.71958612,-74.04311746,29486,Subscriber,1988,1
296,34:26.8,39:23.4,40.72601173,-74.05038893,40.71958612,-74.04311746,26198,Subscriber,1983,2
85,34:59.4,36:25.1,40.71958612,-74.04311746,40.7177325,-74.043845,26194,Subscriber,1970,1
86,35:36.8,37:03.7,40.72601173,-74.05038893,40.7241765,-74.0506564,29287,Subscriber,1976,1
203,35:38.1,39:01.4,40.72759597,-74.04424731,40.72165072,-74.04288411,26289,Subscriber,1976,2
284,36:01.8,40:45.9,40.7241765,-74.0506564,40.71958612,-74.04311746,29209,Subscriber,1986,1
204,36:02.3,39:27.2,40.72528911,-74.04557168,40.71958612,-74.04311746,29268,Subscriber,1988,1
169,36:07.3,38:56.4,40.72528911,-74.04557168,40.71958612,-74.04311746,29450,Subscriber,1960,1
307,36:44.2,41:51.3,40.72759597,-74.04424731,40.7272235,-74.0337589,29599,Subscriber,1980,1
1502,36:55.5,01:58.1,40.73478582,-74.05044364,40.7287448,-74.0321082,29221,Subscriber,1981,1
777,37:09.5,50:07.1,40.73367,-74.0625,40.7192517,-74.034234,29229,Subscriber,1985,1
321,37:23.3,42:44.9,40.72759597,-74.04424731,40.71958612,-74.04311746,29595,Subscriber,1992,1
223,37:31.2,41:14.2,40.72759597,-74.04424731,40.71958612,-74.04311746,29468,Subscriber,1976,1
312,37:57.2,43:09.3,40.72759597,-74.04424731,40.71958612,-74.04311746,29628,Subscriber,1970,2
394,38:06.6,44:40.7,40.73520838,-74.04696375,40.7272235,-74.0337589,29261,Subscriber,1994,1
328,38:18.9,43:47.6,40.72568548,-74.04879034,40.71958612,-74.04311746,29235,Subscriber,1988,2
1305,38:35.2,00:20.6,40.737711,-74.066921,40.7192517,-74.034234,29296,Subscriber,1988,1
352,38:39.8,44:32.2,40.72601173,-74.05038893,40.71958612,-74.04311746,29552,Subscriber,1984,1
213,38:46.4,42:20.4,40.72568548,-74.04879034,40.71958612,-74.04311746,29241,Subscriber,1980,1
139,38:56.8,41:16.2,40.71848892,-74.04772663,40.71958612,-74.04311746,26195,Subscriber,1988,1
269,39:00.0,43:29.5,40.7211236,-74.03805095,40.71687,-74.03281,26225,Subscriber,1970,1
131,40:56.7,43:08.1,40.71958612,-74.04311746,40.7177325,-74.043845,29456,Subscriber,1970,1
251,41:01.6,45:13.4,40.71241882,-74.03852552,40.71687,-74.03281,26215,Subscriber,1993,1
279,41:23.9,46:02.9,40.72759597,-74.04424731,40.72152515,-74.04630454,29214,Subscriber,1980,2
222,41:35.2,45:17.3,40.72165072,-74.04288411,40.7241765,-74.0506564,29260,Subscriber,1990,1
1092,41:51.6,00:03.9,40.7246051,-74.07840595,40.7308971,-74.06391263,26219,Subscriber,1991,1
219,42:01.9,45:41.5,40.72759597,-74.04424731,40.71958612,-74.04311746,26233,Subscriber,1989,1
300,42:26.7,47:26.9,40.7241765,-74.0506564,40.71958612,-74.04311746,29218,Subscriber,1977,1
294,42:28.2,47:22.7,40.71241882,-74.03852552,40.71687,-74.03281,26251,Subscriber,1968,1
484,42:33.2,50:37.4,40.71848892,-74.04772663,40.71687,-74.03281,29301,Subscriber,1970,1
905,42:44.0,57:49.9,40.7443187,-74.0439909,40.71958612,-74.04311746,26291,Subscriber,1987,1
222,43:58.0,47:40.9,40.73367,-74.0625,40.737711,-74.066921,29514,Subscriber,1994,1
478,44:53.9,52:52.4,40.7308971,-74.06391263,40.7246051,-74.07840595,29575,Subscriber,1994,2
472,44:59.1,52:51.6,40.73478582,-74.05044364,40.7308971,-74.06391263,26227,Subscriber,1994,1
164,45:16.2,48:00.5,40.72163014,-74.04996783,40.71958612,-74.04311746,29652,Subscriber,1985,1
285,45:22.3,50:08.2,40.71458404,-74.04281706,40.71687,-74.03281,29272,Subscriber,1986,1
314,45:45.3,50:59.6,40.72601173,-74.05038893,40.71958612,-74.04311746,26318,Subscriber,1986,1
1063,45:52.7,03:36.6,40.72528911,-74.04557168,40.71958612,-74.04311746,29510,Subscriber,1986,1
106,47:38.4,49:25.0,40.71958612,-74.04311746,40.72152515,-74.04630454,29670,Subscriber,1970,1
127,47:47.4,49:55.3,40.71687,-74.03281,40.7192517,-74.034234,29603,Subscriber,1986,1
837,47:50.2,01:48.0,40.7236589,-74.0641943,40.71687,-74.03281,26170,Subscriber,1994,1
316,48:25.9,53:42.1,40.7308971,-74.06391263,40.7192822,-74.07126188,29455,Subscriber,1987,1
230,48:26.6,52:17.2,40.72568548,-74.04879034,40.72165072,-74.04288411,29217,Subscriber,1981,2
119,48:39.1,50:38.5,40.72528911,-74.04557168,40.72165072,-74.04288411,29523,Subscriber,1990,1
202,49:19.1,52:41.5,40.71653978,-74.04963791,40.71958612,-74.04311746,26281,Subscriber,1983,1
722,49:27.8,01:30.2,40.72601173,-74.05038893,40.72333159,-74.04595256,26190,Subscriber,1964,1
251,50:03.8,54:14.9,40.71958612,-74.04311746,40.7192517,-74.034234,29268,Subscriber,1983,1
266,50:16.4,54:42.8,40.7192517,-74.034234,40.7141454,-74.0335519,29505,Subscriber,1986,1
213,50:29.5,54:03.4,40.71458404,-74.04281706,40.7127742,-74.0364857,29524,Subscriber,1997,2
414,50:40.2,57:34.3,40.71346383,-74.06285852,40.71958612,-74.04311746,26252,Subscriber,1982,1
225,51:51.4,55:37.3,40.72163014,-74.04996783,40.71958612,-74.04311746,26265,Subscriber,1981,1
2511,52:03.4,33:54.9,40.72333159,-74.04595256,40.71958612,-74.04311746,26274,Subscriber,1983,1
280,52:38.0,57:18.5,40.7177325,-74.043845,40.7141454,-74.0335519,29675,Subscriber,1988,1
207,52:49.4,56:16.7,40.72528911,-74.04557168,40.71958612,-74.04311746,26181,Subscriber,1978,1
1105,53:02.0,11:27.4,40.74871595,-74.0404433,40.71687,-74.03281,29220,Subscriber,1985,1
239,53:39.8,57:38.8,40.72601173,-74.05038893,40.72165072,-74.04288411,29586,Subscriber,1983,1
118,53:54.3,55:52.4,40.72163014,-74.04996783,40.71958612,-74.04311746,26163,Subscriber,1994,1
136,54:20.6,56:37.6,40.71958612,-74.04311746,40.72152515,-74.04630454,29513,Subscriber,1970,1
136,54:21.7,56:38.4,40.71848892,-74.04772663,40.7177325,-74.043845,29300,Subscriber,1989,1
379,54:52.8,01:11.9,40.72601173,-74.05038893,40.71958612,-74.04311746,29308,Customer,1981,1
251,55:20.6,59:32.2,40.7241765,-74.0506564,40.71958612,-74.04311746,29287,Subscriber,1987,1
379,55:22.2,01:41.6,40.72601173,-74.05038893,40.71958612,-74.04311746,26178,Subscriber,1988,2
414,56:21.0,03:15.6,40.7192822,-74.07126188,40.7308971,-74.06391263,29455,Subscriber,1978,1
182,56:34.0,59:36.1,40.72163014,-74.04996783,40.71958612,-74.04311746,29534,Subscriber,1976,1
366,56:34.9,02:41.6,40.72333159,-74.04595256,40.7192517,-74.034234,29243,Subscriber,1987,1
354,56:46.9,02:41.8,40.71958612,-74.04311746,40.72759597,-74.04424731,29306,Subscriber,1971,2
430,57:19.5,04:30.4,40.7192517,-74.034234,40.7287448,-74.0321082,26299,Subscriber,1992,1
246,57:24.8,01:30.8,40.7241765,-74.0506564,40.71958612,-74.04311746,29626,Subscriber,1995,2
344,58:27.4,04:12.2,40.72528911,-74.04557168,40.7183552,-74.03891444,26214,Subscriber,1984,2
166,59:22.2,02:08.6,40.71458404,-74.04281706,40.7127742,-74.0364857,29225,Subscriber,1986,1
274,59:31.4,04:06.2,40.72601173,-74.05038893,40.71958612,-74.04311746,26301,Subscriber,1981,1
166,02:33.7,05:20.3,40.72333159,-74.04595256,40.71958612,-74.04311746,29447,Subscriber,1985,1
793,02:43.8,15:57.5,40.71458404,-74.04281706,40.73520838,-74.04696375,26165,Subscriber,1991,2
274,02:48.4,07:23.2,40.72333159,-74.04595256,40.72165072,-74.04288411,26245,Subscriber,1984,2
265,03:28.8,07:54.3,40.71958612,-74.04311746,40.72333159,-74.04595256,26265,Subscriber,1983,2
326,03:46.7,09:13.4,40.72528911,-74.04557168,40.72165072,-74.04288411,26284,Subscriber,1965,2
108,04:39.8,06:28.7,40.7192517,-74.034234,40.71687,-74.03281,29666,Subscriber,1990,1
822,06:56.5,20:39.1,40.71458404,-74.04281706,40.7287448,-74.0321082,29230,Subscriber,1985,1
1030,07:04.5,24:14.8,40.74590997,-74.05727148,40.7192517,-74.034234,26266,Subscriber,1979,1
372,07:12.2,13:24.9,40.7241765,-74.0506564,40.7211236,-74.03805095,29525,Subscriber,1982,1
185,07:34.8,10:40.0,40.7241765,-74.0506564,40.72333159,-74.04595256,29611,Subscriber,1984,1
150,07:40.6,10:10.8,40.71458404,-74.04281706,40.7177325,-74.043845,29597,Subscriber,1989,1
328,08:13.8,13:42.7,40.72568548,-74.04879034,40.7177325,-74.043845,29618,Subscriber,1977,1
233,08:21.9,12:15.3,40.72528911,-74.04557168,40.72165072,-74.04288411,26198,Subscriber,1981,1
293,09:10.2,14:03.8,40.72528911,-74.04557168,40.71958612,-74.04311746,29209,Subscriber,1989,1
264,10:27.7,14:52.0,40.72759597,-74.04424731,40.71958612,-74.04311746,29306,Subscriber,1980,1
621,10:35.3,20:56.3,40.72601173,-74.05038893,40.7376037,-74.0524783,29526,Subscriber,1997,0
786,11:36.4,24:42.9,40.74871595,-74.0404433,40.7308971,-74.06391263,26167,Subscriber,1984,1
208,13:50.3,17:18.7,40.71687,-74.03281,40.7127742,-74.0364857,26251,Subscriber,1966,1
640,14:08.9,24:49.7,40.71958612,-74.04311746,40.7287448,-74.0321082,26318,Subscriber,1980,1
358,14:15.3,20:13.5,40.72152515,-74.04630454,40.7127742,-74.0364857,29670,Subscriber,1995,1
263,14:20.5,18:43.9,40.7241765,-74.0506564,40.71958612,-74.04311746,26161,Subscriber,1994,1
393,15:01.4,21:34.6,40.72528911,-74.04557168,40.7192517,-74.034234,29499,Subscriber,1954,1
118,15:21.3,17:20.3,40.71687,-74.03281,40.7141454,-74.0335519,26188,Subscriber,1968,1
245,16:26.3,20:31.5,40.72601173,-74.05038893,40.71958612,-74.04311746,29303,Subscriber,1979,1
779,17:30.0,30:29.8,40.73520838,-74.04696375,40.7127742,-74.0364857,29482,Subscriber,1996,1
200,19:14.1,22:34.6,40.72333159,-74.04595256,40.7241765,-74.0506564,29611,Subscriber,1984,1
